Datetime,100034978 (Gartenstraße),101034978 (Gartenstraße einwärts),102034978 (Gartenstraße auswärts),100034978-status,101034978-status,102034978-status
2021-04-01 00:00,3,2,1,0,0,0
2021-04-01 00:15,3,2,1,0,0,0
2021-04-01 00:30,3,0,3,0,0,0
2021-04-01 00:45,1,1,0,0,0,0
2021-04-01 01:00,1,1,0,0,0,0
2021-04-01 01:15,2,2,0,0,0,0
2021-04-01 01:30,2,1,1,0,0,0
2021-04-01 01:45,1,0,1,0,0,0
2021-04-01 02:00,2,1,1,0,0,0
2021-04-01 02:15,1,0,1,0,0,0
2021-04-01 02:30,1,1,0,0,0,0
2021-04-01 02:45,0,0,0,0,0,0
2021-04-01 03:00,0,0,0,0,0,0
2021-04-01 03:15,0,0,0,0,0,0
2021-04-01 03:30,0,0,0,0,0,0
2021-04-01 03:45,0,0,0,0,0,0
2021-04-01 04:00,2,1,1,0,0,0
2021-04-01 04:15,2,1,1,0,0,0
2021-04-01 04:30,1,1,0,0,0,0
2021-04-01 04:45,10,3,7,0,0,0
2021-04-01 05:00,1,1,0,0,0,0
2021-04-01 05:15,4,3,1,0,0,0
2021-04-01 05:30,5,2,3,0,0,0
2021-04-01 05:45,17,5,12,0,0,0
2021-04-01 06:00,6,2,4,0,0,0
2021-04-01 06:15,15,5,10,0,0,0
2021-04-01 06:30,26,18,8,0,0,0
2021-04-01 06:45,17,6,11,0,0,0
2021-04-01 07:00,24,14,10,0,0,0
2021-04-01 07:15,35,17,18,0,0,0
2021-04-01 07:30,44,31,13,0,0,0
2021-04-01 07:45,31,14,17,0,0,0
2021-04-01 08:00,22,14,8,0,0,0
2021-04-01 08:15,39,26,13,0,0,0
2021-04-01 08:30,35,18,17,0,0,0
2021-04-01 08:45,35,26,9,0,0,0
2021-04-01 09:00,31,23,8,0,0,0
2021-04-01 09:15,27,15,12,0,0,0
2021-04-01 09:30,34,24,10,0,0,0
2021-04-01 09:45,38,24,14,0,0,0
2021-04-01 10:00,29,16,13,0,0,0
2021-04-01 10:15,41,21,20,0,0,0
2021-04-01 10:30,32,22,10,0,0,0
2021-04-01 10:45,35,20,15,0,0,0
2021-04-01 11:00,48,19,29,0,0,0
2021-04-01 11:15,38,26,12,0,0,0
2021-04-01 11:30,35,21,14,0,0,0
