Datetime,300037920 (Lütkenbecker Str.),353413813 (Lütkenbecker Str. [Bike Stadteinwärts]),353413814 (Lütkenbecker Str. [Bike Stadtauswärts]),300037920-status,353413813-status,353413814-status
2024-09-01 00:00,29,7,22,0,0,0
2024-09-01 00:15,14,5,9,0,0,0
2024-09-01 00:30,17,7,10,0,0,0
2024-09-01 00:45,17,6,11,0,0,0
2024-09-01 01:00,20,3,17,0,0,0
2024-09-01 01:15,9,6,3,0,0,0
2024-09-01 01:30,5,1,4,0,0,0
2024-09-01 01:45,15,5,10,0,0,0
2024-09-01 02:00,5,3,2,0,0,0
2024-09-01 02:15,7,2,5,0,0,0
2024-09-01 02:30,10,4,6,0,0,0
2024-09-01 02:45,8,3,5,0,0,0
2024-09-01 03:00,5,1,4,0,0,0
2024-09-01 03:15,8,3,5,0,0,0
2024-09-01 03:30,1,1,0,0,0,0
2024-09-01 03:45,4,3,1,0,0,0
2024-09-01 04:00,6,3,3,0,0,0
2024-09-01 04:15,4,0,4,0,0,0
2024-09-01 04:30,4,2,2,0,0,0
2024-09-01 04:45,3,1,2,0,0,0
2024-09-01 05:00,3,1,2,0,0,0
2024-09-01 05:15,2,0,2,0,0,0
2024-09-01 05:30,1,1,0,0,0,0
2024-09-01 05:45,1,0,1,0,0,0
2024-09-01 06:00,2,1,1,0,0,0
2024-09-01 06:15,5,3,2,0,0,0
2024-09-01 06:30,4,2,2,0,0,0
2024-09-01 06:45,3,2,1,0,0,0
2024-09-01 07:00,3,0,3,0,0,0
2024-09-01 07:15,4,3,1,0,0,0
2024-09-01 07:30,3,3,0,0,0,0
2024-09-01 07:45,5,3,2,0,0,0
2024-09-01 08:00,3,1,2,0,0,0
2024-09-01 08:15,7,5,2,0,0,0
2024-09-01 08:30,8,4,4,0,0,0
2024-09-01 08:45,14,10,4,0,0,0
2024-09-01 09:00,12,3,9,0,0,0
2024-09-01 09:15,18,10,8,0,0,0
2024-09-01 09:30,21,15,6,0,0,0
2024-09-01 09:45,23,17,6,0,0,0
2024-09-01 10:00,33,13,20,0,0,0
2024-09-01 10:15,33,18,15,0,0,0
2024-09-01 10:30,27,12,15,0,0,0
2024-09-01 10:45,32,22,10,0,0,0
2024-09-01 11:00,32,12,20,0,0,0
2024-09-01 11:15,31,10,21,0,0,0
2024-09-01 11:30,42,18,24,0,0,0
2024-09-01 11:45,50,20,30,0,0,0
2024-09-01 12:00,63,29,34,0,0,0
2024-09-01 12:15,50,26,24,0,0,0
2024-09-01 12:30,68,38,30,0,0,0
2024-09-01 12:45,40,16,24,0,0,0
2024-09-01 13:00,60,25,35,0,0,0
2024-09-01 13:15,51,26,25,0,0,0
2024-09-01 13:30,59,28,31,0,0,0
2024-09-01 13:45,49,27,22,0,0,0
2024-09-01 14:00,53,25,28,0,0,0
2024-09-01 14:15,65,34,31,0,0,0
2024-09-01 14:30,63,38,25,0,0,0
2024-09-01 14:45,69,42,27,0,0,0
2024-09-01 15:00,51,34,17,0,0,0
2024-09-01 15:15,59,28,31,0,0,0
2024-09-01 15:30,65,35,30,0,0,0
2024-09-01 15:45,62,35,27,0,0,0
2024-09-01 16:00,58,42,16,0,0,0
2024-09-01 16:15,68,38,30,0,0,0
2024-09-01 16:30,50,36,14,0,0,0
2024-09-01 16:45,43,13,30,0,0,0
2024-09-01 17:00,44,22,22,0,0,0
2024-09-01 17:15,83,54,29,0,0,0
2024-09-01 17:30,58,34,24,0,0,0
2024-09-01 17:45,83,32,51,0,0,0
2024-09-01 18:00,62,33,29,0,0,0
2024-09-01 18:15,50,32,18,0,0,0
2024-09-01 18:30,56,32,24,0,0,0
2024-09-01 18:45,57,32,25,0,0,0
2024-09-01 19:00,48,31,17,0,0,0
2024-09-01 19:15,45,21,24,0,0,0
2024-09-01 19:30,52,35,17,0,0,0
2024-09-01 19:45,37,16,21,0,0,0
2024-09-01 20:00,33,24,9,0,0,0
2024-09-01 20:15,34,25,9,0,0,0
2024-09-01 20:30,35,19,16,0,0,0
2024-09-01 20:45,21,6,15,0,0,0
2024-09-01 21:00,18,7,11,0,0,0
2024-09-01 21:15,10,5,5,0,0,0
2024-09-01 21:30,15,6,9,0,0,0
2024-09-01 21:45,18,13,5,0,0,0
2024-09-01 22:00,8,3,5,0,0,0
2024-09-01 22:15,11,3,8,0,0,0
2024-09-01 22:30,11,4,7,0,0,0
2024-09-01 22:45,8,4,4,0,0,0
2024-09-01 23:00,3,0,3,0,0,0
2024-09-01 23:15,5,1,4,0,0,0
2024-09-01 23:30,2,1,1,0,0,0
2024-09-01 23:45,1,0,1,0,0,0
2024-09-02 00:00,3,3,0,0,0,0
2024-09-02 00:15,3,0,3,0,0,0
2024-09-02 00:30,0,0,0,0,0,0
2024-09-02 00:45,1,0,1,0,0,0
2024-09-02 01:00,0,0,0,0,0,0
2024-09-02 01:15,0,0,0,0,0,0
2024-09-02 01:30,0,0,0,0,0,0
2024-09-02 01:45,1,1,0,0,0,0
2024-09-02 02:00,0,0,0,0,0,0
2024-09-02 02:15,1,0,1,0,0,0
2024-09-02 02:30,0,0,0,0,0,0
2024-09-02 02:45,0,0,0,0,0,0
2024-09-02 03:00,1,1,0,0,0,0
2024-09-02 03:15,1,0,1,0,0,0
2024-09-02 03:30,0,0,0,0,0,0
2024-09-02 03:45,1,1,0,0,0,0
2024-09-02 04:00,0,0,0,0,0,0
2024-09-02 04:15,0,0,0,0,0,0
2024-09-02 04:30,3,1,2,0,0,0
2024-09-02 04:45,4,2,2,0,0,0
2024-09-02 05:00,7,2,5,0,0,0
2024-09-02 05:15,9,4,5,0,0,0
2024-09-02 05:30,19,10,9,0,0,0
2024-09-02 05:45,24,13,11,0,0,0
2024-09-02 06:00,20,14,6,0,0,0
2024-09-02 06:15,34,21,13,0,0,0
2024-09-02 06:30,32,19,13,0,0,0
2024-09-02 06:45,60,37,23,0,0,0
2024-09-02 07:00,77,56,21,0,0,0
2024-09-02 07:15,165,133,32,0,0,0
2024-09-02 07:30,234,199,35,0,0,0
2024-09-02 07:45,156,124,32,0,0,0
2024-09-02 08:00,115,86,29,0,0,0
2024-09-02 08:15,90,67,23,0,0,0
2024-09-02 08:30,84,57,27,0,0,0
2024-09-02 08:45,60,39,21,0,0,0
2024-09-02 09:00,36,24,12,0,0,0
2024-09-02 09:15,60,44,16,0,0,0
2024-09-02 09:30,51,32,19,0,0,0
2024-09-02 09:45,50,34,16,0,0,0
2024-09-02 10:00,44,34,10,0,0,0
2024-09-02 10:15,37,20,17,0,0,0
2024-09-02 10:30,31,15,16,0,0,0
2024-09-02 10:45,41,28,13,0,0,0
2024-09-02 11:00,42,26,16,0,0,0
2024-09-02 11:15,42,27,15,0,0,0
2024-09-02 11:30,46,21,25,0,0,0
2024-09-02 11:45,47,32,15,0,0,0
2024-09-02 12:00,42,18,24,0,0,0
2024-09-02 12:15,50,24,26,0,0,0
2024-09-02 12:30,45,22,23,0,0,0
2024-09-02 12:45,63,34,29,0,0,0
2024-09-02 13:00,51,12,39,0,0,0
2024-09-02 13:15,79,21,58,0,0,0
2024-09-02 13:30,61,18,43,0,0,0
2024-09-02 13:45,57,30,27,0,0,0
2024-09-02 14:00,81,35,46,0,0,0
2024-09-02 14:15,80,34,46,0,0,0
2024-09-02 14:30,72,32,40,0,0,0
2024-09-02 14:45,67,25,42,0,0,0
2024-09-02 15:00,75,23,52,0,0,0
2024-09-02 15:15,68,30,38,0,0,0
2024-09-02 15:30,83,37,46,0,0,0
2024-09-02 15:45,129,37,92,0,0,0
2024-09-02 16:00,101,37,64,0,0,0
2024-09-02 16:15,103,48,55,0,0,0
2024-09-02 16:30,85,32,53,0,0,0
2024-09-02 16:45,93,45,48,0,0,0
2024-09-02 17:00,85,41,44,0,0,0
2024-09-02 17:15,78,40,38,0,0,0
2024-09-02 17:30,67,29,38,0,0,0
2024-09-02 17:45,90,55,35,0,0,0
2024-09-02 18:00,85,38,47,0,0,0
2024-09-02 18:15,55,28,27,0,0,0
2024-09-02 18:30,66,37,29,0,0,0
2024-09-02 18:45,45,24,21,0,0,0
2024-09-02 19:00,40,22,18,0,0,0
2024-09-02 19:15,42,28,14,0,0,0
2024-09-02 19:30,39,18,21,0,0,0
2024-09-02 19:45,38,21,17,0,0,0
2024-09-02 20:00,34,12,22,0,0,0
2024-09-02 20:15,31,14,17,0,0,0
2024-09-02 20:30,26,9,17,0,0,0
2024-09-02 20:45,18,8,10,0,0,0
2024-09-02 21:00,21,6,15,0,0,0
2024-09-02 21:15,20,10,10,0,0,0
2024-09-02 21:30,16,7,9,0,0,0
2024-09-02 21:45,9,4,5,0,0,0
2024-09-02 22:00,20,8,12,0,0,0
2024-09-02 22:15,19,9,10,0,0,0
2024-09-02 22:30,13,6,7,0,0,0
2024-09-02 22:45,4,1,3,0,0,0
2024-09-02 23:00,7,5,2,0,0,0
2024-09-02 23:15,8,2,6,0,0,0
2024-09-02 23:30,5,2,3,0,0,0
2024-09-02 23:45,1,0,1,0,0,0
2024-09-03 00:00,3,1,2,0,0,0
2024-09-03 00:15,3,1,2,0,0,0
2024-09-03 00:30,3,1,2,0,0,0
2024-09-03 00:45,2,1,1,0,0,0
2024-09-03 01:00,3,1,2,0,0,0
2024-09-03 01:15,0,0,0,0,0,0
2024-09-03 01:30,1,1,0,0,0,0
2024-09-03 01:45,1,1,0,0,0,0
2024-09-03 02:00,0,0,0,0,0,0
2024-09-03 02:15,0,0,0,0,0,0
2024-09-03 02:30,0,0,0,0,0,0
2024-09-03 02:45,0,0,0,0,0,0
2024-09-03 03:00,0,0,0,0,0,0
2024-09-03 03:15,0,0,0,0,0,0
2024-09-03 03:30,0,0,0,0,0,0
2024-09-03 03:45,0,0,0,0,0,0
2024-09-03 04:00,1,0,1,0,0,0
2024-09-03 04:15,1,0,1,0,0,0
2024-09-03 04:30,2,0,2,0,0,0
2024-09-03 04:45,2,0,2,0,0,0
2024-09-03 05:00,7,5,2,0,0,0
2024-09-03 05:15,9,4,5,0,0,0
2024-09-03 05:30,15,11,4,0,0,0
2024-09-03 05:45,21,12,9,0,0,0
2024-09-03 06:00,15,11,4,0,0,0
2024-09-03 06:15,27,19,8,0,0,0
2024-09-03 06:30,35,18,17,0,0,0
2024-09-03 06:45,68,40,28,0,0,0
2024-09-03 07:00,68,39,29,0,0,0
2024-09-03 07:15,137,113,24,0,0,0
2024-09-03 07:30,226,193,33,0,0,0
2024-09-03 07:45,178,154,24,0,0,0
2024-09-03 08:00,141,108,33,0,0,0
2024-09-03 08:15,107,77,30,0,0,0
2024-09-03 08:30,101,71,30,0,0,0
2024-09-03 08:45,63,50,13,0,0,0
2024-09-03 09:00,52,34,18,0,0,0
2024-09-03 09:15,59,37,22,0,0,0
2024-09-03 09:30,55,40,15,0,0,0
2024-09-03 09:45,42,32,10,0,0,0
2024-09-03 10:00,61,23,38,0,0,0
2024-09-03 10:15,40,27,13,0,0,0
2024-09-03 10:30,28,19,9,0,0,0
2024-09-03 10:45,40,32,8,0,0,0
2024-09-03 11:00,36,20,16,0,0,0
2024-09-03 11:15,50,24,26,0,0,0
2024-09-03 11:30,54,25,29,0,0,0
2024-09-03 11:45,37,21,16,0,0,0
2024-09-03 12:00,48,29,19,0,0,0
2024-09-03 12:15,35,15,20,0,0,0
2024-09-03 12:30,45,25,20,0,0,0
2024-09-03 12:45,64,26,38,0,0,0
2024-09-03 13:00,59,22,37,0,0,0
2024-09-03 13:15,139,17,122,0,0,0
2024-09-03 13:30,63,23,40,0,0,0
2024-09-03 13:45,75,35,40,0,0,0
2024-09-03 14:00,102,32,70,0,0,0
2024-09-03 14:15,79,40,39,0,0,0
2024-09-03 14:30,65,33,32,0,0,0
2024-09-03 14:45,71,29,42,0,0,0
2024-09-03 15:00,71,39,32,0,0,0
2024-09-03 15:15,73,36,37,0,0,0
2024-09-03 15:30,75,25,50,0,0,0
2024-09-03 15:45,70,35,35,0,0,0
2024-09-03 16:00,44,15,29,0,0,0
2024-09-03 16:15,103,44,59,0,0,0
2024-09-03 16:30,94,46,48,0,0,0
2024-09-03 16:45,81,45,36,0,0,0
2024-09-03 17:00,82,31,51,0,0,0
2024-09-03 17:15,91,48,43,0,0,0
2024-09-03 17:30,101,53,48,0,0,0
2024-09-03 17:45,82,44,38,0,0,0
2024-09-03 18:00,79,36,43,0,0,0
2024-09-03 18:15,61,26,35,0,0,0
2024-09-03 18:30,68,38,30,0,0,0
2024-09-03 18:45,45,23,22,0,0,0
2024-09-03 19:00,52,21,31,0,0,0
2024-09-03 19:15,58,25,33,0,0,0
2024-09-03 19:30,51,29,22,0,0,0
2024-09-03 19:45,38,19,19,0,0,0
2024-09-03 20:00,39,19,20,0,0,0
2024-09-03 20:15,38,15,23,0,0,0
2024-09-03 20:30,36,12,24,0,0,0
2024-09-03 20:45,31,18,13,0,0,0
2024-09-03 21:00,24,5,19,0,0,0
2024-09-03 21:15,29,9,20,0,0,0
2024-09-03 21:30,19,11,8,0,0,0
2024-09-03 21:45,22,6,16,0,0,0
2024-09-03 22:00,26,8,18,0,0,0
2024-09-03 22:15,9,5,4,0,0,0
2024-09-03 22:30,19,8,11,0,0,0
2024-09-03 22:45,15,1,14,0,0,0
2024-09-03 23:00,8,4,4,0,0,0
2024-09-03 23:15,5,0,5,0,0,0
2024-09-03 23:30,7,2,5,0,0,0
2024-09-03 23:45,9,1,8,0,0,0
2024-09-04 00:00,2,2,0,0,0,0
2024-09-04 00:15,0,0,0,0,0,0
2024-09-04 00:30,1,0,1,0,0,0
2024-09-04 00:45,0,0,0,0,0,0
2024-09-04 01:00,2,0,2,0,0,0
2024-09-04 01:15,0,0,0,0,0,0
2024-09-04 01:30,2,0,2,0,0,0
2024-09-04 01:45,1,1,0,0,0,0
2024-09-04 02:00,0,0,0,0,0,0
2024-09-04 02:15,1,0,1,0,0,0
2024-09-04 02:30,0,0,0,0,0,0
2024-09-04 02:45,0,0,0,0,0,0
