Datetime,300037920 (Lütkenbecker Str.),353413813 (Lütkenbecker Str. [Bike Stadteinwärts]),353413814 (Lütkenbecker Str. [Bike Stadtauswärts]),300037920-status,353413813-status,353413814-status
2025-08-01 00:00,1,0,1,0,0,0
2025-08-01 00:15,3,3,0,0,0,0
2025-08-01 00:30,6,3,3,0,0,0
2025-08-01 00:45,0,0,0,0,0,0
2025-08-01 01:00,10,3,7,0,0,0
2025-08-01 01:15,0,0,0,0,0,0
2025-08-01 01:30,1,0,1,0,0,0
2025-08-01 01:45,0,0,0,0,0,0
2025-08-01 02:00,1,1,0,0,0,0
2025-08-01 02:15,1,1,0,0,0,0
2025-08-01 02:30,1,1,0,0,0,0
2025-08-01 02:45,2,2,0,0,0,0
2025-08-01 03:00,0,0,0,0,0,0
2025-08-01 03:15,0,0,0,0,0,0
2025-08-01 03:30,0,0,0,0,0,0
2025-08-01 03:45,1,0,1,0,0,0
2025-08-01 04:00,1,1,0,0,0,0
2025-08-01 04:15,0,0,0,0,0,0
2025-08-01 04:30,3,0,3,0,0,0
2025-08-01 04:45,2,1,1,0,0,0
2025-08-01 05:00,7,2,5,0,0,0
2025-08-01 05:15,7,2,5,0,0,0
2025-08-01 05:30,12,3,9,0,0,0
2025-08-01 05:45,15,8,7,0,0,0
2025-08-01 06:00,12,6,6,0,0,0
2025-08-01 06:15,32,23,9,0,0,0
2025-08-01 06:30,31,16,15,0,0,0
2025-08-01 06:45,37,19,18,0,0,0
2025-08-01 07:00,56,35,21,0,0,0
2025-08-01 07:15,41,27,14,0,0,0
2025-08-01 07:30,59,40,19,0,0,0
2025-08-01 07:45,65,35,30,0,0,0
2025-08-01 08:00,46,29,17,0,0,0
2025-08-01 08:15,62,47,15,0,0,0
2025-08-01 08:30,42,26,16,0,0,0
2025-08-01 08:45,36,24,12,0,0,0
2025-08-01 09:00,26,14,12,0,0,0
2025-08-01 09:15,28,20,8,0,0,0
2025-08-01 09:30,28,21,7,0,0,0
2025-08-01 09:45,34,24,10,0,0,0
2025-08-01 10:00,17,9,8,0,0,0
2025-08-01 10:15,26,15,11,0,0,0
2025-08-01 10:30,19,10,9,0,0,0
2025-08-01 10:45,49,26,23,0,0,0
2025-08-01 11:00,34,24,10,0,0,0
2025-08-01 11:15,39,23,16,0,0,0
2025-08-01 11:30,39,10,29,0,0,0
2025-08-01 11:45,36,11,25,0,0,0
2025-08-01 12:00,48,18,30,0,0,0
2025-08-01 12:15,29,14,15,0,0,0
2025-08-01 12:30,39,20,19,0,0,0
2025-08-01 12:45,42,15,27,0,0,0
2025-08-01 13:00,50,26,24,0,0,0
2025-08-01 13:15,59,31,28,0,0,0
2025-08-01 13:30,44,18,26,0,0,0
2025-08-01 13:45,40,17,23,0,0,0
2025-08-01 14:00,63,31,32,0,0,0
2025-08-01 14:15,52,24,28,0,0,0
2025-08-01 14:30,45,26,19,0,0,0
2025-08-01 14:45,38,19,19,0,0,0
2025-08-01 15:00,15,2,13,0,0,0
2025-08-01 15:15,38,10,28,0,0,0
2025-08-01 15:30,61,39,22,0,0,0
2025-08-01 15:45,39,16,23,0,0,0
2025-08-01 16:00,52,26,26,0,0,0
2025-08-01 16:15,53,27,26,0,0,0
2025-08-01 16:30,33,14,19,0,0,0
2025-08-01 16:45,53,17,36,0,0,0
2025-08-01 17:00,38,16,22,0,0,0
2025-08-01 17:15,26,11,15,0,0,0
2025-08-01 17:30,40,13,27,0,0,0
2025-08-01 17:45,23,5,18,0,0,0
2025-08-01 18:00,30,9,21,0,0,0
2025-08-01 18:15,31,7,24,0,0,0
2025-08-01 18:30,30,16,14,0,0,0
2025-08-01 18:45,36,15,21,0,0,0
2025-08-01 19:00,29,11,18,0,0,0
2025-08-01 19:15,19,5,14,0,0,0
2025-08-01 19:30,8,2,6,0,0,0
2025-08-01 19:45,28,12,16,0,0,0
2025-08-01 20:00,16,7,9,0,0,0
2025-08-01 20:15,14,4,10,0,0,0
2025-08-01 20:30,12,8,4,0,0,0
2025-08-01 20:45,24,8,16,0,0,0
2025-08-01 21:00,8,6,2,0,0,0
2025-08-01 21:15,7,3,4,0,0,0
2025-08-01 21:30,11,5,6,0,0,0
2025-08-01 21:45,11,6,5,0,0,0
2025-08-01 22:00,18,10,8,0,0,0
2025-08-01 22:15,9,9,0,0,0,0
2025-08-01 22:30,9,5,4,0,0,0
2025-08-01 22:45,17,11,6,0,0,0
2025-08-01 23:00,11,3,8,0,0,0
2025-08-01 23:15,7,3,4,0,0,0
2025-08-01 23:30,9,3,6,0,0,0
2025-08-01 23:45,10,1,9,0,0,0
2025-08-02 00:00,5,1,4,0,0,0
2025-08-02 00:15,4,0,4,0,0,0
2025-08-02 00:30,7,1,6,0,0,0
2025-08-02 00:45,2,0,2,0,0,0
2025-08-02 01:00,6,5,1,0,0,0
2025-08-02 01:15,6,2,4,0,0,0
2025-08-02 01:30,0,0,0,0,0,0
2025-08-02 01:45,6,3,3,0,0,0
2025-08-02 02:00,3,1,2,0,0,0
2025-08-02 02:15,4,4,0,0,0,0
2025-08-02 02:30,0,0,0,0,0,0
2025-08-02 02:45,3,0,3,0,0,0
2025-08-02 03:00,5,1,4,0,0,0
2025-08-02 03:15,2,0,2,0,0,0
2025-08-02 03:30,1,0,1,0,0,0
2025-08-02 03:45,0,0,0,0,0,0
2025-08-02 04:00,0,0,0,0,0,0
2025-08-02 04:15,2,0,2,0,0,0
2025-08-02 04:30,2,2,0,0,0,0
2025-08-02 04:45,1,0,1,0,0,0
2025-08-02 05:00,0,0,0,0,0,0
2025-08-02 05:15,1,1,0,0,0,0
2025-08-02 05:30,6,4,2,0,0,0
2025-08-02 05:45,3,1,2,0,0,0
2025-08-02 06:00,2,2,0,0,0,0
2025-08-02 06:15,3,2,1,0,0,0
2025-08-02 06:30,6,3,3,0,0,0
2025-08-02 06:45,6,0,6,0,0,0
2025-08-02 07:00,3,3,0,0,0,0
2025-08-02 07:15,3,3,0,0,0,0
2025-08-02 07:30,9,5,4,0,0,0
2025-08-02 07:45,9,3,6,0,0,0
2025-08-02 08:00,12,5,7,0,0,0
2025-08-02 08:15,14,8,6,0,0,0
2025-08-02 08:30,14,8,6,0,0,0
2025-08-02 08:45,18,9,9,0,0,0
2025-08-02 09:00,19,14,5,0,0,0
2025-08-02 09:15,20,11,9,0,0,0
2025-08-02 09:30,22,18,4,0,0,0
2025-08-02 09:45,33,23,10,0,0,0
2025-08-02 10:00,46,24,22,0,0,0
2025-08-02 10:15,47,40,7,0,0,0
2025-08-02 10:30,36,23,13,0,0,0
2025-08-02 10:45,46,38,8,0,0,0
2025-08-02 11:00,38,29,9,0,0,0
2025-08-02 11:15,46,30,16,0,0,0
2025-08-02 11:30,29,12,17,0,0,0
2025-08-02 11:45,33,16,17,0,0,0
2025-08-02 12:00,35,20,15,0,0,0
2025-08-02 12:15,40,20,20,0,0,0
2025-08-02 12:30,54,23,31,0,0,0
2025-08-02 12:45,47,21,26,0,0,0
2025-08-02 13:00,38,22,16,0,0,0
2025-08-02 13:15,15,9,6,0,0,0
2025-08-02 13:30,33,9,24,0,0,0
2025-08-02 13:45,26,9,17,0,0,0
2025-08-02 14:00,25,7,18,0,0,0
2025-08-02 14:15,63,19,44,0,0,0
2025-08-02 14:30,28,10,18,0,0,0
2025-08-02 14:45,42,14,28,0,0,0
2025-08-02 15:00,41,13,28,0,0,0
2025-08-02 15:15,37,18,19,0,0,0
2025-08-02 15:30,35,11,24,0,0,0
2025-08-02 15:45,37,14,23,0,0,0
2025-08-02 16:00,36,12,24,0,0,0
2025-08-02 16:15,37,15,22,0,0,0
2025-08-02 16:30,46,17,29,0,0,0
2025-08-02 16:45,33,11,22,0,0,0
2025-08-02 17:00,25,10,15,0,0,0
