Datetime,300039328 (Coesfelder Kreuz),353425081 (Coesfelder Kreuz Stadteinwärts),353425082 (Coesfelder Kreuz Stadtauswärts),300039328-status,353425081-status,353425082-status
2024-01-04 10:15,11,2,9,0,0,0
2024-01-04 10:30,19,2,17,0,0,0
2024-01-04 10:45,18,3,15,0,0,0
2024-01-04 11:00,23,1,22,0,0,0
2024-01-04 11:15,21,5,16,0,0,0
2024-01-04 11:30,21,3,18,0,0,0
2024-01-04 11:45,34,2,32,0,0,0
2024-01-04 12:00,34,8,26,0,0,0
2024-01-04 12:15,23,3,20,0,0,0
2024-01-04 12:30,39,8,31,0,0,0
2024-01-04 12:45,35,5,30,0,0,0
2024-01-04 13:00,34,8,26,0,0,0
2024-01-04 13:15,35,6,29,0,0,0
2024-01-04 13:30,28,7,21,0,0,0
2024-01-04 13:45,40,17,23,0,0,0
2024-01-04 14:00,42,13,29,0,0,0
2024-01-04 14:15,24,8,16,0,0,0
2024-01-04 14:30,34,6,28,0,0,0
2024-01-04 14:45,26,9,17,0,0,0
2024-01-04 15:00,29,4,25,0,0,0
2024-01-04 15:15,34,5,29,0,0,0
2024-01-04 15:30,25,3,22,0,0,0
2024-01-04 15:45,22,1,21,0,0,0
2024-01-04 16:00,31,1,30,0,0,0
2024-01-04 16:15,28,0,28,0,0,0
2024-01-04 16:30,27,1,26,0,0,0
2024-01-04 16:45,35,3,32,0,0,0
2024-01-04 17:00,31,2,29,0,0,0
2024-01-04 17:15,20,2,18,0,0,0
2024-01-04 17:30,25,2,23,0,0,0
2024-01-04 17:45,31,4,27,0,0,0
2024-01-04 18:00,26,1,25,0,0,0
2024-01-04 18:15,30,2,28,0,0,0
2024-01-04 18:30,22,2,20,0,0,0
2024-01-04 18:45,17,0,17,0,0,0
2024-01-04 19:00,17,1,16,0,0,0
2024-01-04 19:15,24,1,23,0,0,0
2024-01-04 19:30,18,1,17,0,0,0
2024-01-04 19:45,14,0,14,0,0,0
2024-01-04 20:00,15,1,14,0,0,0
2024-01-04 20:15,6,0,6,0,0,0
2024-01-04 20:30,11,0,11,0,0,0
2024-01-04 20:45,6,0,6,0,0,0
2024-01-04 21:00,8,0,8,0,0,0
2024-01-04 21:15,9,1,8,0,0,0
2024-01-04 21:30,9,1,8,0,0,0
2024-01-04 21:45,3,0,3,0,0,0
2024-01-04 22:00,4,0,4,0,0,0
2024-01-04 22:15,18,2,16,0,0,0
2024-01-04 22:30,6,0,6,0,0,0
2024-01-04 22:45,17,1,16,0,0,0
2024-01-04 23:00,5,0,5,0,0,0
2024-01-04 23:15,6,0,6,0,0,0
2024-01-04 23:30,8,0,8,0,0,0
2024-01-04 23:45,3,0,3,0,0,0
2024-01-05 00:00,0,0,0,0,0,0
2024-01-05 00:15,4,0,4,0,0,0
2024-01-05 00:30,3,0,3,0,0,0
2024-01-05 00:45,5,0,5,0,0,0
2024-01-05 01:00,6,1,5,0,0,0
2024-01-05 01:15,6,0,6,0,0,0
2024-01-05 01:30,2,0,2,0,0,0
2024-01-05 01:45,0,0,0,0,0,0
2024-01-05 02:00,3,0,3,0,0,0
2024-01-05 02:15,0,0,0,0,0,0
2024-01-05 02:30,1,0,1,0,0,0
2024-01-05 02:45,1,0,1,0,0,0
2024-01-05 03:00,0,0,0,0,0,0
2024-01-05 03:15,0,0,0,0,0,0
2024-01-05 03:30,1,0,1,0,0,0
2024-01-05 03:45,1,0,1,0,0,0
2024-01-05 04:00,0,0,0,0,0,0
2024-01-05 04:15,0,0,0,0,0,0
2024-01-05 04:30,0,0,0,0,0,0
2024-01-05 04:45,0,0,0,0,0,0
2024-01-05 05:00,0,0,0,0,0,0
2024-01-05 05:15,0,0,0,0,0,0
2024-01-05 05:30,7,0,7,0,0,0
2024-01-05 05:45,4,0,4,0,0,0
2024-01-05 06:00,3,0,3,0,0,0
2024-01-05 06:15,5,0,5,0,0,0
2024-01-05 06:30,13,0,13,0,0,0
2024-01-05 06:45,17,0,17,0,0,0
2024-01-05 07:00,17,1,16,0,0,0
2024-01-05 07:15,27,5,22,0,0,0
2024-01-05 07:30,47,4,43,0,0,0
2024-01-05 07:45,52,2,50,0,0,0
2024-01-05 08:00,44,1,43,0,0,0
2024-01-05 08:15,36,3,33,0,0,0
2024-01-05 08:30,26,3,23,0,0,0
2024-01-05 08:45,19,1,18,0,0,0
2024-01-05 09:00,24,1,23,0,0,0
2024-01-05 09:15,28,2,26,0,0,0
2024-01-05 09:30,21,6,15,0,0,0
2024-01-05 09:45,9,0,9,0,0,0
2024-01-05 10:00,18,2,16,0,0,0
2024-01-05 10:15,16,0,16,0,0,0
2024-01-05 10:30,13,0,13,0,0,0
2024-01-05 10:45,15,3,12,0,0,0
2024-01-05 11:00,14,0,14,0,0,0
2024-01-05 11:15,20,2,18,0,0,0
2024-01-05 11:30,34,3,31,0,0,0
2024-01-05 11:45,21,4,17,0,0,0
2024-01-05 12:00,26,8,18,0,0,0
2024-01-05 12:15,35,5,30,0,0,0
2024-01-05 12:30,48,7,41,0,0,0
2024-01-05 12:45,37,11,26,0,0,0
2024-01-05 13:00,39,10,29,0,0,0
2024-01-05 13:15,44,9,35,0,0,0
2024-01-05 13:30,34,7,27,0,0,0
2024-01-05 13:45,44,11,33,0,0,0
2024-01-05 14:00,28,11,17,0,0,0
2024-01-05 14:15,38,9,29,0,0,0
2024-01-05 14:30,33,6,27,0,0,0
2024-01-05 14:45,39,10,29,0,0,0
2024-01-05 15:00,20,2,18,0,0,0
