Datetime,300039328 (Coesfelder Kreuz),353425081 (Coesfelder Kreuz Stadteinwärts),353425082 (Coesfelder Kreuz Stadtauswärts),300039328-status,353425081-status,353425082-status
2024-02-01 00:00,15,6,9,0,0,0
2024-02-01 00:15,10,5,5,0,0,0
2024-02-01 00:30,6,3,3,0,0,0
2024-02-01 00:45,6,2,4,0,0,0
2024-02-01 01:00,12,3,9,0,0,0
2024-02-01 01:15,5,3,2,0,0,0
2024-02-01 01:30,4,3,1,0,0,0
2024-02-01 01:45,2,0,2,0,0,0
2024-02-01 02:00,5,2,3,0,0,0
2024-02-01 02:15,2,0,2,0,0,0
2024-02-01 02:30,5,1,4,0,0,0
2024-02-01 02:45,1,0,1,0,0,0
2024-02-01 03:00,5,1,4,0,0,0
2024-02-01 03:15,5,1,4,0,0,0
2024-02-01 03:30,1,1,0,0,0,0
2024-02-01 03:45,5,0,5,0,0,0
2024-02-01 04:00,1,0,1,0,0,0
2024-02-01 04:15,4,2,2,0,0,0
2024-02-01 04:30,1,1,0,0,0,0
2024-02-01 04:45,4,1,3,0,0,0
2024-02-01 05:00,9,5,4,0,0,0
2024-02-01 05:15,7,4,3,0,0,0
2024-02-01 05:30,16,8,8,0,0,0
2024-02-01 05:45,24,12,12,0,0,0
2024-02-01 06:00,19,11,8,0,0,0
2024-02-01 06:15,26,15,11,0,0,0
2024-02-01 06:30,37,13,24,0,0,0
2024-02-01 06:45,49,16,33,0,0,0
2024-02-01 07:00,72,43,29,0,0,0
2024-02-01 07:15,130,69,61,0,0,0
2024-02-01 07:30,235,153,82,0,0,0
2024-02-01 07:45,225,98,127,0,0,0
2024-02-01 08:00,169,67,102,0,0,0
2024-02-01 08:15,156,66,90,0,0,0
2024-02-01 08:30,156,82,74,0,0,0
2024-02-01 08:45,186,72,114,0,0,0
2024-02-01 09:00,129,44,85,0,0,0
2024-02-01 09:15,113,57,56,0,0,0
2024-02-01 09:30,130,58,72,0,0,0
2024-02-01 09:45,182,101,81,0,0,0
2024-02-01 10:00,139,70,69,0,0,0
2024-02-01 10:15,85,34,51,0,0,0
2024-02-01 10:30,76,32,44,0,0,0
2024-02-01 10:45,84,40,44,0,0,0
2024-02-01 11:00,80,32,48,0,0,0
2024-02-01 11:15,89,32,57,0,0,0
2024-02-01 11:30,117,51,66,0,0,0
