Datetime,"300037936 (Kanalpromenade, Abschnitt 6)","353413873 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353413874 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)","353426355 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353426357 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353426358 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)","353426360 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)",300037936-status,353413873-status,353413874-status,353426355-status,353426357-status,353426358-status,353426360-status
2025-11-01 00:00,1,0,1,,,,,0,0,0,,,,
2025-11-01 00:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 00:30,1,1,0,,,,,0,0,0,,,,
2025-11-01 00:45,0,0,0,,,,,0,0,0,,,,
2025-11-01 01:00,1,0,1,,,,,0,0,0,,,,
2025-11-01 01:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 01:30,0,0,0,,,,,0,0,0,,,,
2025-11-01 01:45,0,0,0,,,,,0,0,0,,,,
2025-11-01 02:00,0,0,0,,,,,0,0,0,,,,
2025-11-01 02:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 02:30,0,0,0,,,,,0,0,0,,,,
2025-11-01 02:45,0,0,0,,,,,0,0,0,,,,
2025-11-01 03:00,0,0,0,,,,,0,0,0,,,,
2025-11-01 03:15,1,0,1,,,,,0,0,0,,,,
2025-11-01 03:30,0,0,0,,,,,0,0,0,,,,
2025-11-01 03:45,0,0,0,,,,,0,0,0,,,,
2025-11-01 04:00,0,0,0,,,,,0,0,0,,,,
2025-11-01 04:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 04:30,0,0,0,,,,,0,0,0,,,,
2025-11-01 04:45,0,0,0,,,,,0,0,0,,,,
2025-11-01 05:00,0,0,0,,,,,0,0,0,,,,
2025-11-01 05:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 05:30,0,0,0,,,,,0,0,0,,,,
2025-11-01 05:45,0,0,0,,,,,0,0,0,,,,
2025-11-01 06:00,1,1,0,,,,,0,0,0,,,,
2025-11-01 06:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 06:30,0,0,0,,,,,0,0,0,,,,
2025-11-01 06:45,2,0,2,,,,,0,0,0,,,,
2025-11-01 07:00,0,0,0,,,,,0,0,0,,,,
2025-11-01 07:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 07:30,2,1,1,,,,,0,0,0,,,,
2025-11-01 07:45,3,1,2,,,,,0,0,0,,,,
2025-11-01 08:00,1,0,1,,,,,0,0,0,,,,
2025-11-01 08:15,3,2,1,,,,,0,0,0,,,,
2025-11-01 08:30,5,2,3,,,,,0,0,0,,,,
2025-11-01 08:45,4,0,4,,,,,0,0,0,,,,
2025-11-01 09:00,4,1,3,,,,,0,0,0,,,,
2025-11-01 09:15,4,1,3,,,,,0,0,0,,,,
2025-11-01 09:30,6,4,2,,,,,0,0,0,,,,
2025-11-01 09:45,3,1,2,,,,,0,0,0,,,,
2025-11-01 10:00,5,2,3,,,,,0,0,0,,,,
2025-11-01 10:15,4,2,2,,,,,0,0,0,,,,
2025-11-01 10:30,8,1,7,,,,,0,0,0,,,,
2025-11-01 10:45,14,8,6,,,,,0,0,0,,,,
2025-11-01 11:00,5,1,4,,,,,0,0,0,,,,
2025-11-01 11:15,13,5,8,,,,,0,0,0,,,,
2025-11-01 11:30,12,8,4,,,,,0,0,0,,,,
2025-11-01 11:45,3,3,0,,,,,0,0,0,,,,
2025-11-01 12:00,3,2,1,,,,,0,0,0,,,,
2025-11-01 12:15,3,2,1,,,,,0,0,0,,,,
2025-11-01 12:30,4,4,0,,,,,0,0,0,,,,
2025-11-01 12:45,2,1,1,,,,,0,0,0,,,,
2025-11-01 13:00,1,1,0,,,,,0,0,0,,,,
2025-11-01 13:15,3,2,1,,,,,0,0,0,,,,
2025-11-01 13:30,2,1,1,,,,,0,0,0,,,,
2025-11-01 13:45,7,2,5,,,,,0,0,0,,,,
2025-11-01 14:00,0,0,0,,,,,0,0,0,,,,
2025-11-01 14:15,3,1,2,,,,,0,0,0,,,,
2025-11-01 14:30,2,2,0,,,,,0,0,0,,,,
2025-11-01 14:45,0,0,0,,,,,0,0,0,,,,
2025-11-01 15:00,1,1,0,,,,,0,0,0,,,,
2025-11-01 15:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 15:30,2,2,0,,,,,0,0,0,,,,
2025-11-01 15:45,0,0,0,,,,,0,0,0,,,,
2025-11-01 16:00,3,0,3,,,,,0,0,0,,,,
2025-11-01 16:15,3,0,3,,,,,0,0,0,,,,
2025-11-01 16:30,3,0,3,,,,,0,0,0,,,,
2025-11-01 16:45,3,1,2,,,,,0,0,0,,,,
2025-11-01 17:00,2,2,0,,,,,0,0,0,,,,
2025-11-01 17:15,2,1,1,,,,,0,0,0,,,,
2025-11-01 17:30,5,2,3,,,,,0,0,0,,,,
2025-11-01 17:45,6,3,3,,,,,0,0,0,,,,
2025-11-01 18:00,3,2,1,,,,,0,0,0,,,,
2025-11-01 18:15,2,2,0,,,,,0,0,0,,,,
2025-11-01 18:30,1,0,1,,,,,0,0,0,,,,
2025-11-01 18:45,1,0,1,,,,,0,0,0,,,,
2025-11-01 19:00,0,0,0,,,,,0,0,0,,,,
2025-11-01 19:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 19:30,0,0,0,,,,,0,0,0,,,,
2025-11-01 19:45,3,0,3,,,,,0,0,0,,,,
2025-11-01 20:00,1,1,0,,,,,0,0,0,,,,
2025-11-01 20:15,1,1,0,,,,,0,0,0,,,,
2025-11-01 20:30,0,0,0,,,,,0,0,0,,,,
2025-11-01 20:45,2,1,1,,,,,0,0,0,,,,
2025-11-01 21:00,1,1,0,,,,,0,0,0,,,,
2025-11-01 21:15,1,1,0,,,,,0,0,0,,,,
2025-11-01 21:30,0,0,0,,,,,0,0,0,,,,
2025-11-01 21:45,0,0,0,,,,,0,0,0,,,,
