Datetime,"300037936 (Kanalpromenade, Abschnitt 6)","353413873 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353413874 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)","353426355 (Kanalpromenade, Abschnitt 6 [Bike IN])","353426357 (Kanalpromenade, Abschnitt 6 [Bike IN])","353426358 (Kanalpromenade, Abschnitt 6 [Bike OUT])","353426360 (Kanalpromenade, Abschnitt 6 [Bike OUT])",300037936-status,353413873-status,353413874-status,353426355-status,353426357-status,353426358-status,353426360-status
2024-09-01 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 00:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 00:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 01:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 01:45,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2024-09-01 02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-09-01 02:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 02:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 02:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 03:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 03:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 04:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 04:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 05:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 05:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 05:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 06:15,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-09-01 06:30,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-09-01 06:45,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-09-01 07:00,2,0,1,0,0,0,1,0,0,0,0,0,0,0
2024-09-01 07:15,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-09-01 07:30,3,0,0,0,0,2,1,0,0,0,0,0,0,0
2024-09-01 07:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 08:00,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2024-09-01 08:15,5,2,0,0,0,1,2,0,0,0,0,0,0,0
2024-09-01 08:30,4,1,0,0,0,1,2,0,0,0,0,0,0,0
2024-09-01 08:45,4,3,0,0,0,0,1,0,0,0,0,0,0,0
2024-09-01 09:00,8,3,0,1,0,0,4,0,0,0,0,0,0,0
2024-09-01 09:15,9,3,1,0,0,1,4,0,0,0,0,0,0,0
2024-09-01 09:30,12,3,1,0,0,1,7,0,0,0,0,0,0,0
2024-09-01 09:45,19,4,0,3,0,2,10,0,0,0,0,0,0,0
2024-09-01 10:00,32,10,1,4,2,2,13,0,0,0,0,0,0,0
2024-09-01 10:15,24,14,0,2,0,2,6,0,0,0,0,0,0,0
2024-09-01 10:30,32,7,1,0,0,7,17,0,0,0,0,0,0,0
2024-09-01 10:45,37,17,0,4,0,6,10,0,0,0,0,0,0,0
2024-09-01 11:00,35,9,3,3,0,6,14,0,0,0,0,0,0,0
2024-09-01 11:15,43,13,2,6,0,5,17,0,0,0,0,0,0,0
2024-09-01 11:30,66,22,0,6,1,9,28,0,0,0,0,0,0,0
2024-09-01 11:45,48,17,2,2,1,9,17,0,0,0,0,0,0,0
2024-09-01 12:00,66,27,0,6,2,5,26,0,0,0,0,0,0,0
2024-09-01 12:15,48,11,3,5,1,5,23,0,0,0,0,0,0,0
2024-09-01 12:30,53,17,2,8,0,6,20,0,0,0,0,0,0,0
2024-09-01 12:45,87,24,4,9,1,11,38,0,0,0,0,0,0,0
2024-09-01 13:00,70,23,0,7,1,9,30,0,0,0,0,0,0,0
2024-09-01 13:15,65,17,0,5,2,16,25,0,0,0,0,0,0,0
2024-09-01 13:30,64,20,3,5,2,11,23,0,0,0,0,0,0,0
2024-09-01 13:45,62,8,5,8,0,11,30,0,0,0,0,0,0,0
