Datetime,"300037936 (Kanalpromenade, Abschnitt 6)","353413873 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353413874 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)","353426355 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353426357 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353426358 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)","353426360 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)",300037936-status,353413873-status,353413874-status,353426355-status,353426357-status,353426358-status,353426360-status
2025-07-01 00:00,0,0,0,,,,,0,0,0,,,,
2025-07-01 00:15,0,0,0,,,,,0,0,0,,,,
2025-07-01 00:30,0,0,0,,,,,0,0,0,,,,
2025-07-01 00:45,0,0,0,,,,,0,0,0,,,,
2025-07-01 01:00,0,0,0,,,,,0,0,0,,,,
2025-07-01 01:15,0,0,0,,,,,0,0,0,,,,
2025-07-01 01:30,0,0,0,,,,,0,0,0,,,,
2025-07-01 01:45,0,0,0,,,,,0,0,0,,,,
2025-07-01 02:00,0,0,0,,,,,0,0,0,,,,
2025-07-01 02:15,0,0,0,,,,,0,0,0,,,,
2025-07-01 02:30,0,0,0,,,,,0,0,0,,,,
2025-07-01 02:45,7,7,0,,,,,0,0,0,,,,
2025-07-01 03:00,0,0,0,,,,,0,0,0,,,,
2025-07-01 03:15,0,0,0,,,,,0,0,0,,,,
2025-07-01 03:30,0,0,0,,,,,0,0,0,,,,
2025-07-01 03:45,0,0,0,,,,,0,0,0,,,,
2025-07-01 04:00,0,0,0,,,,,0,0,0,,,,
2025-07-01 04:15,0,0,0,,,,,0,0,0,,,,
2025-07-01 04:30,0,0,0,,,,,0,0,0,,,,
2025-07-01 04:45,0,0,0,,,,,0,0,0,,,,
2025-07-01 05:00,2,2,0,,,,,0,0,0,,,,
2025-07-01 05:15,3,3,0,,,,,0,0,0,,,,
2025-07-01 05:30,6,4,2,,,,,0,0,0,,,,
2025-07-01 05:45,5,3,2,,,,,0,0,0,,,,
2025-07-01 06:00,6,4,2,,,,,0,0,0,,,,
2025-07-01 06:15,3,2,1,,,,,0,0,0,,,,
2025-07-01 06:30,11,8,3,,,,,0,0,0,,,,
2025-07-01 06:45,9,5,4,,,,,0,0,0,,,,
2025-07-01 07:00,21,15,6,,,,,0,0,0,,,,
2025-07-01 07:15,14,12,2,,,,,0,0,0,,,,
2025-07-01 07:30,18,10,8,,,,,0,0,0,,,,
2025-07-01 07:45,16,4,12,,,,,0,0,0,,,,
2025-07-01 08:00,9,4,5,,,,,0,0,0,,,,
2025-07-01 08:15,7,5,2,,,,,0,0,0,,,,
2025-07-01 08:30,9,6,3,,,,,0,0,0,,,,
2025-07-01 08:45,9,6,3,,,,,0,0,0,,,,
2025-07-01 09:00,9,4,5,,,,,0,0,0,,,,
2025-07-01 09:15,11,6,5,,,,,0,0,0,,,,
2025-07-01 09:30,12,6,6,,,,,0,0,0,,,,
2025-07-01 09:45,6,4,2,,,,,0,0,0,,,,
2025-07-01 10:00,19,7,12,,,,,0,0,0,,,,
2025-07-01 10:15,13,4,9,,,,,0,0,0,,,,
2025-07-01 10:30,11,8,3,,,,,0,0,0,,,,
2025-07-01 10:45,17,9,8,,,,,0,0,0,,,,
