Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2022-11-01 00:00,21,15,6,0,0,0
2022-11-01 00:15,25,12,13,0,0,0
2022-11-01 00:30,18,11,7,0,0,0
2022-11-01 00:45,36,20,16,0,0,0
2022-11-01 01:00,32,20,12,0,0,0
2022-11-01 01:15,19,6,13,0,0,0
2022-11-01 01:30,22,10,12,0,0,0
2022-11-01 01:45,14,4,10,0,0,0
2022-11-01 02:00,19,8,11,0,0,0
2022-11-01 02:15,18,4,14,0,0,0
2022-11-01 02:30,22,5,17,0,0,0
2022-11-01 02:45,12,3,9,0,0,0
2022-11-01 03:00,9,4,5,0,0,0
2022-11-01 03:15,28,15,13,0,0,0
2022-11-01 03:30,16,7,9,0,0,0
2022-11-01 03:45,8,2,6,0,0,0
2022-11-01 04:00,11,3,8,0,0,0
2022-11-01 04:15,8,1,7,0,0,0
2022-11-01 04:30,9,6,3,0,0,0
2022-11-01 04:45,8,2,6,0,0,0
2022-11-01 05:00,7,3,4,0,0,0
2022-11-01 05:15,6,0,6,0,0,0
2022-11-01 05:30,7,2,5,0,0,0
2022-11-01 05:45,2,1,1,0,0,0
2022-11-01 06:00,5,1,4,0,0,0
2022-11-01 06:15,5,3,2,0,0,0
2022-11-01 06:30,7,3,4,0,0,0
2022-11-01 06:45,3,3,0,0,0,0
2022-11-01 07:00,2,1,1,0,0,0
2022-11-01 07:15,3,2,1,0,0,0
2022-11-01 07:30,6,4,2,0,0,0
2022-11-01 07:45,3,3,0,0,0,0
2022-11-01 08:00,13,9,4,0,0,0
2022-11-01 08:15,6,4,2,0,0,0
2022-11-01 08:30,6,4,2,0,0,0
2022-11-01 08:45,8,4,4,0,0,0
2022-11-01 09:00,13,9,4,0,0,0
2022-11-01 09:15,12,7,5,0,0,0
2022-11-01 09:30,11,7,4,0,0,0
2022-11-01 09:45,34,27,7,0,0,0
2022-11-01 10:00,11,7,4,0,0,0
2022-11-01 10:15,18,16,2,0,0,0
2022-11-01 10:30,28,16,12,0,0,0
2022-11-01 10:45,33,22,11,0,0,0
2022-11-01 11:00,35,14,21,0,0,0
2022-11-01 11:15,24,23,1,0,0,0
2022-11-01 11:30,28,23,5,0,0,0
2022-11-01 11:45,25,17,8,0,0,0
2022-11-01 12:00,19,11,8,0,0,0
2022-11-01 12:15,29,21,8,0,0,0
2022-11-01 12:30,25,17,8,0,0,0
2022-11-01 12:45,47,36,11,0,0,0
2022-11-01 13:00,35,24,11,0,0,0
2022-11-01 13:15,34,20,14,0,0,0
2022-11-01 13:30,43,27,16,0,0,0
2022-11-01 13:45,41,32,9,0,0,0
2022-11-01 14:00,34,24,10,0,0,0
2022-11-01 14:15,45,24,21,0,0,0
2022-11-01 14:30,40,28,12,0,0,0
2022-11-01 14:45,29,17,12,0,0,0
2022-11-01 15:00,27,17,10,0,0,0
2022-11-01 15:15,32,24,8,0,0,0
2022-11-01 15:30,33,21,12,0,0,0
2022-11-01 15:45,40,24,16,0,0,0
2022-11-01 16:00,35,21,14,0,0,0
2022-11-01 16:15,27,13,14,0,0,0
2022-11-01 16:30,27,11,16,0,0,0
2022-11-01 16:45,44,30,14,0,0,0
2022-11-01 17:00,30,21,9,0,0,0
2022-11-01 17:15,41,25,16,0,0,0
2022-11-01 17:30,48,34,14,0,0,0
2022-11-01 17:45,52,26,26,0,0,0
2022-11-01 18:00,31,15,16,0,0,0
2022-11-01 18:15,30,12,18,0,0,0
2022-11-01 18:30,21,12,9,0,0,0
2022-11-01 18:45,36,17,19,0,0,0
2022-11-01 19:00,31,22,9,0,0,0
2022-11-01 19:15,29,15,14,0,0,0
2022-11-01 19:30,27,16,11,0,0,0
2022-11-01 19:45,22,13,9,0,0,0
2022-11-01 20:00,18,9,9,0,0,0
2022-11-01 20:15,18,8,10,0,0,0
2022-11-01 20:30,20,8,12,0,0,0
2022-11-01 20:45,6,2,4,0,0,0
2022-11-01 21:00,11,8,3,0,0,0
2022-11-01 21:15,10,6,4,0,0,0
2022-11-01 21:30,12,6,6,0,0,0
2022-11-01 21:45,14,9,5,0,0,0
2022-11-01 22:00,8,2,6,0,0,0
2022-11-01 22:15,5,3,2,0,0,0
2022-11-01 22:30,14,6,8,0,0,0
2022-11-01 22:45,9,4,5,0,0,0
2022-11-01 23:00,4,3,1,0,0,0
2022-11-01 23:15,3,2,1,0,0,0
2022-11-01 23:30,4,0,4,0,0,0
2022-11-01 23:45,6,4,2,0,0,0
2022-11-02 00:00,1,0,1,0,0,0
2022-11-02 00:15,7,4,3,0,0,0
2022-11-02 00:30,2,0,2,0,0,0
2022-11-02 00:45,3,1,2,0,0,0
2022-11-02 01:00,0,0,0,0,0,0
2022-11-02 01:15,1,1,0,0,0,0
2022-11-02 01:30,0,0,0,0,0,0
2022-11-02 01:45,1,1,0,0,0,0
2022-11-02 02:00,0,0,0,0,0,0
2022-11-02 02:15,0,0,0,0,0,0
2022-11-02 02:30,0,0,0,0,0,0
2022-11-02 02:45,0,0,0,0,0,0
2022-11-02 03:00,2,0,2,0,0,0
2022-11-02 03:15,0,0,0,0,0,0
2022-11-02 03:30,1,0,1,0,0,0
2022-11-02 03:45,1,1,0,0,0,0
2022-11-02 04:00,1,1,0,0,0,0
2022-11-02 04:15,0,0,0,0,0,0
2022-11-02 04:30,2,2,0,0,0,0
2022-11-02 04:45,9,6,3,0,0,0
2022-11-02 05:00,1,1,0,0,0,0
2022-11-02 05:15,10,5,5,0,0,0
2022-11-02 05:30,9,7,2,0,0,0
2022-11-02 05:45,13,7,6,0,0,0
2022-11-02 06:00,3,2,1,0,0,0
2022-11-02 06:15,22,14,8,0,0,0
2022-11-02 06:30,33,19,14,0,0,0
2022-11-02 06:45,54,29,25,0,0,0
2022-11-02 07:00,68,40,28,0,0,0
2022-11-02 07:15,93,58,35,0,0,0
2022-11-02 07:30,181,92,89,0,0,0
2022-11-02 07:45,147,83,64,0,0,0
2022-11-02 08:00,121,70,51,0,0,0
2022-11-02 08:15,106,60,46,0,0,0
2022-11-02 08:30,82,40,42,0,0,0
2022-11-02 08:45,89,55,34,0,0,0
2022-11-02 09:00,57,42,15,0,0,0
2022-11-02 09:15,49,36,13,0,0,0
2022-11-02 09:30,65,50,15,0,0,0
2022-11-02 09:45,76,52,24,0,0,0
2022-11-02 10:00,59,36,23,0,0,0
2022-11-02 10:15,41,32,9,0,0,0
2022-11-02 10:30,48,32,16,0,0,0
2022-11-02 10:45,54,39,15,0,0,0
2022-11-02 11:00,59,33,26,0,0,0
2022-11-02 11:15,60,45,15,0,0,0
2022-11-02 11:30,53,37,16,0,0,0
2022-11-02 11:45,73,51,22,0,0,0
2022-11-02 12:00,67,36,31,0,0,0
2022-11-02 12:15,68,46,22,0,0,0
2022-11-02 12:30,74,42,32,0,0,0
2022-11-02 12:45,67,43,24,0,0,0
2022-11-02 13:00,58,28,30,0,0,0
2022-11-02 13:15,58,30,28,0,0,0
2022-11-02 13:30,63,44,19,0,0,0
2022-11-02 13:45,75,50,25,0,0,0
2022-11-02 14:00,69,32,37,0,0,0
2022-11-02 14:15,61,24,37,0,0,0
2022-11-02 14:30,78,53,25,0,0,0
2022-11-02 14:45,66,44,22,0,0,0
2022-11-02 15:00,78,36,42,0,0,0
2022-11-02 15:15,75,50,25,0,0,0
2022-11-02 15:30,76,54,22,0,0,0
2022-11-02 15:45,111,64,47,0,0,0
2022-11-02 16:00,97,61,36,0,0,0
2022-11-02 16:15,87,58,29,0,0,0
2022-11-02 16:30,74,46,28,0,0,0
2022-11-02 16:45,83,53,30,0,0,0
2022-11-02 17:00,85,53,32,0,0,0
2022-11-02 17:15,99,54,45,0,0,0
2022-11-02 17:30,103,57,46,0,0,0
2022-11-02 17:45,113,66,47,0,0,0
2022-11-02 18:00,87,47,40,0,0,0
2022-11-02 18:15,73,45,28,0,0,0
2022-11-02 18:30,66,37,29,0,0,0
2022-11-02 18:45,74,48,26,0,0,0
2022-11-02 19:00,58,30,28,0,0,0
2022-11-02 19:15,62,31,31,0,0,0
2022-11-02 19:30,60,20,40,0,0,0
2022-11-02 19:45,50,31,19,0,0,0
2022-11-02 20:00,43,20,23,0,0,0
2022-11-02 20:15,61,29,32,0,0,0
2022-11-02 20:30,41,21,20,0,0,0
2022-11-02 20:45,24,15,9,0,0,0
2022-11-02 21:00,30,19,11,0,0,0
2022-11-02 21:15,37,21,16,0,0,0
2022-11-02 21:30,27,18,9,0,0,0
2022-11-02 21:45,19,9,10,0,0,0
2022-11-02 22:00,28,8,20,0,0,0
2022-11-02 22:15,26,14,12,0,0,0
2022-11-02 22:30,30,12,18,0,0,0
2022-11-02 22:45,23,10,13,0,0,0
2022-11-02 23:00,12,5,7,0,0,0
2022-11-02 23:15,14,5,9,0,0,0
2022-11-02 23:30,18,10,8,0,0,0
2022-11-02 23:45,10,7,3,0,0,0
2022-11-03 00:00,6,2,4,0,0,0
2022-11-03 00:15,10,2,8,0,0,0
2022-11-03 00:30,13,3,10,0,0,0
2022-11-03 00:45,8,2,6,0,0,0
2022-11-03 01:00,4,0,4,0,0,0
2022-11-03 01:15,5,1,4,0,0,0
2022-11-03 01:30,8,3,5,0,0,0
2022-11-03 01:45,6,4,2,0,0,0
2022-11-03 02:00,5,0,5,0,0,0
2022-11-03 02:15,2,0,2,0,0,0
2022-11-03 02:30,1,1,0,0,0,0
2022-11-03 02:45,3,1,2,0,0,0
2022-11-03 03:00,6,3,3,0,0,0
2022-11-03 03:15,0,0,0,0,0,0
2022-11-03 03:30,2,0,2,0,0,0
2022-11-03 03:45,0,0,0,0,0,0
2022-11-03 04:00,2,1,1,0,0,0
2022-11-03 04:15,3,3,0,0,0,0
2022-11-03 04:30,3,2,1,0,0,0
2022-11-03 04:45,5,3,2,0,0,0
2022-11-03 05:00,5,3,2,0,0,0
2022-11-03 05:15,3,1,2,0,0,0
2022-11-03 05:30,12,6,6,0,0,0
2022-11-03 05:45,13,7,6,0,0,0
2022-11-03 06:00,6,4,2,0,0,0
2022-11-03 06:15,25,16,9,0,0,0
2022-11-03 06:30,24,14,10,0,0,0
2022-11-03 06:45,44,17,27,0,0,0
2022-11-03 07:00,46,26,20,0,0,0
2022-11-03 07:15,102,65,37,0,0,0
2022-11-03 07:30,189,118,71,0,0,0
2022-11-03 07:45,139,66,73,0,0,0
2022-11-03 08:00,76,40,36,0,0,0
2022-11-03 08:15,89,43,46,0,0,0
2022-11-03 08:30,85,36,49,0,0,0
2022-11-03 08:45,73,37,36,0,0,0
2022-11-03 09:00,41,25,16,0,0,0
2022-11-03 09:15,36,26,10,0,0,0
2022-11-03 09:30,53,41,12,0,0,0
2022-11-03 09:45,55,41,14,0,0,0
2022-11-03 10:00,42,24,18,0,0,0
2022-11-03 10:15,48,29,19,0,0,0
2022-11-03 10:30,44,27,17,0,0,0
2022-11-03 10:45,29,16,13,0,0,0
2022-11-03 11:00,36,24,12,0,0,0
2022-11-03 11:15,46,33,13,0,0,0
2022-11-03 11:30,46,28,18,0,0,0
2022-11-03 11:45,43,24,19,0,0,0
2022-11-03 12:00,48,23,25,0,0,0
2022-11-03 12:15,64,31,33,0,0,0
2022-11-03 12:30,60,30,30,0,0,0
2022-11-03 12:45,65,44,21,0,0,0
2022-11-03 13:00,57,32,25,0,0,0
2022-11-03 13:15,60,29,31,0,0,0
2022-11-03 13:30,64,40,24,0,0,0
2022-11-03 13:45,58,32,26,0,0,0
2022-11-03 14:00,71,43,28,0,0,0
2022-11-03 14:15,62,37,25,0,0,0
2022-11-03 14:30,66,41,25,0,0,0
2022-11-03 14:45,52,24,28,0,0,0
2022-11-03 15:00,71,50,21,0,0,0
2022-11-03 15:15,64,43,21,0,0,0
2022-11-03 15:30,84,59,25,0,0,0
2022-11-03 15:45,109,82,27,0,0,0
2022-11-03 16:00,100,70,30,0,0,0
2022-11-03 16:15,106,78,28,0,0,0
2022-11-03 16:30,98,65,33,0,0,0
2022-11-03 16:45,88,63,25,0,0,0
2022-11-03 17:00,86,54,32,0,0,0
2022-11-03 17:15,67,42,25,0,0,0
2022-11-03 17:30,62,32,30,0,0,0
2022-11-03 17:45,91,49,42,0,0,0
2022-11-03 18:00,81,48,33,0,0,0
2022-11-03 18:15,57,31,26,0,0,0
2022-11-03 18:30,76,47,29,0,0,0
2022-11-03 18:45,57,38,19,0,0,0
2022-11-03 19:00,66,34,32,0,0,0
2022-11-03 19:15,47,25,22,0,0,0
2022-11-03 19:30,55,29,26,0,0,0
2022-11-03 19:45,62,37,25,0,0,0
2022-11-03 20:00,29,16,13,0,0,0
2022-11-03 20:15,43,22,21,0,0,0
2022-11-03 20:30,43,21,22,0,0,0
2022-11-03 20:45,24,11,13,0,0,0
2022-11-03 21:00,20,11,9,0,0,0
2022-11-03 21:15,29,16,13,0,0,0
2022-11-03 21:30,26,20,6,0,0,0
2022-11-03 21:45,22,12,10,0,0,0
2022-11-03 22:00,26,13,13,0,0,0
2022-11-03 22:15,30,12,18,0,0,0
2022-11-03 22:30,14,7,7,0,0,0
2022-11-03 22:45,22,11,11,0,0,0
2022-11-03 23:00,12,9,3,0,0,0
2022-11-03 23:15,23,14,9,0,0,0
2022-11-03 23:30,12,6,6,0,0,0
2022-11-03 23:45,16,6,10,0,0,0
2022-11-04 00:00,6,3,3,0,0,0
2022-11-04 00:15,4,2,2,0,0,0
2022-11-04 00:30,6,2,4,0,0,0
2022-11-04 00:45,4,2,2,0,0,0
2022-11-04 01:00,7,3,4,0,0,0
2022-11-04 01:15,1,0,1,0,0,0
2022-11-04 01:30,2,1,1,0,0,0
2022-11-04 01:45,2,0,2,0,0,0
2022-11-04 02:00,3,0,3,0,0,0
2022-11-04 02:15,1,1,0,0,0,0
2022-11-04 02:30,2,1,1,0,0,0
2022-11-04 02:45,4,1,3,0,0,0
2022-11-04 03:00,2,0,2,0,0,0
2022-11-04 03:15,0,0,0,0,0,0
2022-11-04 03:30,4,0,4,0,0,0
2022-11-04 03:45,2,0,2,0,0,0
2022-11-04 04:00,5,2,3,0,0,0
2022-11-04 04:15,2,0,2,0,0,0
2022-11-04 04:30,3,2,1,0,0,0
2022-11-04 04:45,7,4,3,0,0,0
2022-11-04 05:00,2,1,1,0,0,0
2022-11-04 05:15,7,5,2,0,0,0
2022-11-04 05:30,4,3,1,0,0,0
2022-11-04 05:45,10,7,3,0,0,0
2022-11-04 06:00,5,2,3,0,0,0
2022-11-04 06:15,19,11,8,0,0,0
2022-11-04 06:30,30,21,9,0,0,0
2022-11-04 06:45,33,21,12,0,0,0
2022-11-04 07:00,37,25,12,0,0,0
2022-11-04 07:15,62,43,19,0,0,0
2022-11-04 07:30,147,86,61,0,0,0
2022-11-04 07:45,101,49,52,0,0,0
2022-11-04 08:00,60,26,34,0,0,0
2022-11-04 08:15,79,37,42,0,0,0
2022-11-04 08:30,63,33,30,0,0,0
2022-11-04 08:45,64,37,27,0,0,0
2022-11-04 09:00,45,25,20,0,0,0
2022-11-04 09:15,54,38,16,0,0,0
2022-11-04 09:30,50,34,16,0,0,0
2022-11-04 09:45,52,34,18,0,0,0
2022-11-04 10:00,40,32,8,0,0,0
2022-11-04 10:15,30,22,8,0,0,0
2022-11-04 10:30,44,30,14,0,0,0
2022-11-04 10:45,34,21,13,0,0,0
2022-11-04 11:00,42,27,15,0,0,0
2022-11-04 11:15,32,21,11,0,0,0
2022-11-04 11:30,55,33,22,0,0,0
2022-11-04 11:45,61,44,17,0,0,0
2022-11-04 12:00,50,31,19,0,0,0
2022-11-04 12:15,77,54,23,0,0,0
2022-11-04 12:30,57,28,29,0,0,0
2022-11-04 12:45,51,37,14,0,0,0
2022-11-04 13:00,57,27,30,0,0,0
2022-11-04 13:15,60,31,29,0,0,0
2022-11-04 13:30,40,20,20,0,0,0
2022-11-04 13:45,53,36,17,0,0,0
2022-11-04 14:00,61,37,24,0,0,0
2022-11-04 14:15,62,38,24,0,0,0
2022-11-04 14:30,64,42,22,0,0,0
2022-11-04 14:45,55,31,24,0,0,0
2022-11-04 15:00,66,40,26,0,0,0
2022-11-04 15:15,66,41,25,0,0,0
2022-11-04 15:30,70,42,28,0,0,0
2022-11-04 15:45,61,37,24,0,0,0
2022-11-04 16:00,67,39,28,0,0,0
2022-11-04 16:15,54,39,15,0,0,0
2022-11-04 16:30,60,45,15,0,0,0
2022-11-04 16:45,62,34,28,0,0,0
2022-11-04 17:00,69,46,23,0,0,0
2022-11-04 17:15,51,37,14,0,0,0
2022-11-04 17:30,46,34,12,0,0,0
2022-11-04 17:45,67,53,14,0,0,0
2022-11-04 18:00,66,34,32,0,0,0
2022-11-04 18:15,44,27,17,0,0,0
2022-11-04 18:30,44,25,19,0,0,0
2022-11-04 18:45,59,38,21,0,0,0
2022-11-04 19:00,40,22,18,0,0,0
2022-11-04 19:15,48,21,27,0,0,0
2022-11-04 19:30,45,25,20,0,0,0
2022-11-04 19:45,62,44,18,0,0,0
2022-11-04 20:00,35,19,16,0,0,0
2022-11-04 20:15,31,17,14,0,0,0
2022-11-04 20:30,36,19,17,0,0,0
2022-11-04 20:45,27,17,10,0,0,0
2022-11-04 21:00,21,11,10,0,0,0
2022-11-04 21:15,25,16,9,0,0,0
2022-11-04 21:30,22,10,12,0,0,0
2022-11-04 21:45,38,12,26,0,0,0
2022-11-04 22:00,19,10,9,0,0,0
2022-11-04 22:15,19,3,16,0,0,0
2022-11-04 22:30,18,9,9,0,0,0
2022-11-04 22:45,21,7,14,0,0,0
2022-11-04 23:00,10,1,9,0,0,0
2022-11-04 23:15,22,11,11,0,0,0
2022-11-04 23:30,24,11,13,0,0,0
2022-11-04 23:45,13,6,7,0,0,0
2022-11-05 00:00,11,3,8,0,0,0
2022-11-05 00:15,40,21,19,0,0,0
2022-11-05 00:30,21,8,13,0,0,0
2022-11-05 00:45,10,3,7,0,0,0
2022-11-05 01:00,13,5,8,0,0,0
2022-11-05 01:15,7,2,5,0,0,0
2022-11-05 01:30,11,8,3,0,0,0
2022-11-05 01:45,12,6,6,0,0,0
2022-11-05 02:00,8,1,7,0,0,0
2022-11-05 02:15,9,4,5,0,0,0
2022-11-05 02:30,2,1,1,0,0,0
2022-11-05 02:45,5,2,3,0,0,0
2022-11-05 03:00,14,2,12,0,0,0
2022-11-05 03:15,2,1,1,0,0,0
2022-11-05 03:30,4,1,3,0,0,0
2022-11-05 03:45,7,4,3,0,0,0
2022-11-05 04:00,4,3,1,0,0,0
2022-11-05 04:15,2,0,2,0,0,0
2022-11-05 04:30,4,0,4,0,0,0
2022-11-05 04:45,4,3,1,0,0,0
2022-11-05 05:00,6,4,2,0,0,0
2022-11-05 05:15,2,1,1,0,0,0
2022-11-05 05:30,5,3,2,0,0,0
2022-11-05 05:45,7,6,1,0,0,0
2022-11-05 06:00,1,0,1,0,0,0
2022-11-05 06:15,6,4,2,0,0,0
2022-11-05 06:30,5,4,1,0,0,0
2022-11-05 06:45,6,4,2,0,0,0
2022-11-05 07:00,4,0,4,0,0,0
2022-11-05 07:15,9,6,3,0,0,0
