Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2023-09-01 00:00,3,1,2,0,0,0
2023-09-01 00:15,6,1,5,0,0,0
2023-09-01 00:30,4,1,3,0,0,0
2023-09-01 00:45,1,1,0,0,0,0
2023-09-01 01:00,7,4,3,0,0,0
2023-09-01 01:15,9,5,4,0,0,0
2023-09-01 01:30,4,1,3,0,0,0
2023-09-01 01:45,0,0,0,0,0,0
2023-09-01 02:00,1,0,1,0,0,0
2023-09-01 02:15,2,1,1,0,0,0
2023-09-01 02:30,2,1,1,0,0,0
2023-09-01 02:45,0,0,0,0,0,0
2023-09-01 03:00,1,0,1,0,0,0
2023-09-01 03:15,0,0,0,0,0,0
2023-09-01 03:30,3,2,1,0,0,0
2023-09-01 03:45,0,0,0,0,0,0
2023-09-01 04:00,0,0,0,0,0,0
2023-09-01 04:15,0,0,0,0,0,0
2023-09-01 04:30,2,2,0,0,0,0
2023-09-01 04:45,3,3,0,0,0,0
2023-09-01 05:00,3,2,1,0,0,0
2023-09-01 05:15,6,1,5,0,0,0
2023-09-01 05:30,5,3,2,0,0,0
2023-09-01 05:45,10,6,4,0,0,0
2023-09-01 06:00,12,8,4,0,0,0
2023-09-01 06:15,18,10,8,0,0,0
2023-09-01 06:30,22,12,10,0,0,0
2023-09-01 06:45,41,23,18,0,0,0
2023-09-01 07:00,36,16,20,0,0,0
2023-09-01 07:15,85,60,25,0,0,0
2023-09-01 07:30,163,117,46,0,0,0
2023-09-01 07:45,104,60,44,0,0,0
2023-09-01 08:00,54,28,26,0,0,0
2023-09-01 08:15,66,37,29,0,0,0
2023-09-01 08:30,48,34,14,0,0,0
2023-09-01 08:45,59,33,26,0,0,0
2023-09-01 09:00,30,22,8,0,0,0
2023-09-01 09:15,36,29,7,0,0,0
2023-09-01 09:30,34,26,8,0,0,0
2023-09-01 09:45,47,34,13,0,0,0
2023-09-01 10:00,34,24,10,0,0,0
2023-09-01 10:15,39,29,10,0,0,0
2023-09-01 10:30,32,28,4,0,0,0
2023-09-01 10:45,38,30,8,0,0,0
2023-09-01 11:00,23,16,7,0,0,0
2023-09-01 11:15,44,28,16,0,0,0
2023-09-01 11:30,40,24,16,0,0,0
2023-09-01 11:45,38,21,17,0,0,0
2023-09-01 12:00,52,37,15,0,0,0
2023-09-01 12:15,51,30,21,0,0,0
2023-09-01 12:30,61,33,28,0,0,0
2023-09-01 12:45,60,44,16,0,0,0
2023-09-01 13:00,70,38,32,0,0,0
2023-09-01 13:15,55,34,21,0,0,0
2023-09-01 13:30,53,31,22,0,0,0
2023-09-01 13:45,77,55,22,0,0,0
